id,name,category,price,color,description,image_url,sizes
65,Ismara Dress in Silk,Dress,900.0,Quartz,"Bias-cut gown with a deep scoop neckline, wide tank shape, and a floor-length hem. Crafted from metallic silk lamé that is both lightweight and opulent, creating a liquid drape that cascades over the body.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/1ismara.webp?v=1763564941,"XS,S,M,L"
66,Xorina Skirt in Mesh,Skirts,1100.0,Black,"Tiered mesh skirt in alternating sheer and opaque panels that create a clean, vertical rhythm through the full length silhouette. The mesh offers a light transparency while the structured lower panel lends a subtle lift, lending quiet, floaty movement.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/1xorina.webp?v=1763564752,"XS,S,M,L"
67,Alune Dress in Wool Silk,Dress,1390.0,Citron,"A floor length dress with a strapless, straight neckline, fitted bodice, and sculpted hips to create a refined hourglass silhouette. Made in a smooth and dry Italian wool & silk shantung with a lustrous, subtly textured finish.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/1alune.webp?v=1763564776,"0,2,4,6,8,10"
68,Lumea Dress in Silk,Dress,1030.0,Black,"Ankle length silk twill dress with a smocked bodice, shirred skirt, and geometric open back. Defined by an under-layer organza poof at the seam for slightly exaggerated shape and volume.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/1lumia.webp?v=1763564799,"XS,S,M,L"
69,Keaton Dress in Silk,Dress,1390.0,Black,"A sleeveless mini dress with a sheath silhouette, boat neckline, and geometric low open back. Cut from crisp Italian silk gazar, double-layer throughout, and complete with delicate hand-sewn lace trim edges and a ppliqués .",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/KeatonDress_Black_FRONT_1.jpg?v=1763527061,"XS,S,M,L"
70,Sagan Jean in Stretch Denim,Denim,430.0,Pure Onyx,"Mid-rise stretch denim pant inspired by the clean, elongated lines of our signature Alden Pant. The silhouette is slim through the hip with a straight leg, cut in stretch Japanese denim that offers gentle flexibility and a refined smooth surface. Finished with a narrow waistband, belt loops, and an invisible side zipper.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/26-1991-AFL_0017.webp?v=1769106707,"24,25,26,27,28,29,30"
71,Zadie Jacket in Suede,Jacket,3300.0,Stone,"This is a mid-length leather jacket with a straight silhouette, stand collar, and full-length raglan sleeves. Constructed in smooth black leather with suede binding at the collar, cuffs, and zipper lip, it is detailed with double topstitch seams and a metal front zipper.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/ZadieJacket_Slate_FRONT_1_4378951f-8365-482d-b020-3d7c97fc88c8.jpg?v=1761692035,"XS,S,M,L"
72,Rhys Pant in Corduroy,Pant,570.0,Thyme,"This is a mid-rise pant with a straight, wide leg that falls cleanly from hip to hem. Tailored in cotton corduroy with a structured drape and soft, velvety hand.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/Rhyspant_Thyme.jpg?v=1761693958,"24,25,26,27,28,29,30"
73,Rhys Pant in Corduroy,Pant,570.0,Goldenrod,"This is a mid-rise pant with a straight, wide leg that falls cleanly from hip to hem. Tailored in cotton corduroy with a structured drape and soft, velvety hand.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/Rhyspant_Goldenrod_FRONT_1_61b8f2c1-8825-47e4-a800-197148cd6272.jpg?v=1761693993,"24,25,26,27,28,29,30"
74,Brein Shirt in Cotton,Shirt,430.0,Lochran Tartan,"This is an oversized button-up shirt with smoke mother-of-pearl buttons at the front placket and cuffs . Crafted in cotton poplin, it offers a clean drape and softly structured feel for easy, everyday wear.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/BreinShirt_LochranTartan_FRONT_1.jpg?v=1761739251,"XS,S,M,L"
75,Adrian Shirt in Cotton,Shirt,500.0,Charcoal Tartan,"Straight fit button-up shirt with a tuckable hem, sharp pointed collar, and western-inspired front pockets. Cut in cotton flannel with a brushed hand and substantial warmth, and finished with brown buttons at the front and cuffs.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/Adrian_Shirt_Charcoal_Tartan_FRONT_1.jpg?v=1761739556,"XS,S,M,L"
76,Kundera Jean in Rigid Denim,Denim,430.0,Acid Plum,"A low to mid-rise jean with a relaxed, classic silhouette that captures the perfect slouchy fit with a flattering edge. Made from rigid cotton denim, it holds its shape while falling with ease.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/KunderaJean_AcidPlum_FRONT_1.jpg?v=1761740296,"24,25,26,27,28,29,30"
77,Gunner Tank in Silk,Tank,300.0,White,"This is a fitted, longline muscle tank that extends past the hip, with a crew neckline and subtly contoured armholes. Cut from double-layer pure silk jersey for a lustrous sheen and a cool, second-skin feel on the body.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/GunnerTop_White_FRONT_1.jpg?v=1761740255,"XS,S,M,L"
78,Velin Sweater in Cashmere,Sweaters,570.0,Midnight,"Classic crewneck sweater in pure cashmere with a slightly shrunken, straight silhouette that contours gently to the body. Designed with long, fitted sleeves and a tubular rib neckline for a refined finish. Crafted from soft, weightless cashmere that drapes with natural ease and quiet warmth.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/VelinSweater_Navy_FRONT_1.jpg?v=1761740770,"XS,S,M,L"
79,Lolana Pant in Viscose,Pant,690.0,Prussian Blue,"Voluminous and pleated leg pants that gather and taper at the ankle. Cut from lightweight and sheer viscose jersey with a fluid drape, dry texture, and cool hand feel. The pants are complete with an elastic waistband and leg openings for ease of wear.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/LolanaPant_Midnight_FRONT_1.jpg?v=1761692183,"XS,S,M,L"
80,Gunner Tank in Silk,Tank,300.0,Black,"This is a fitted, longline muscle tank that extends past the hip, with a crew neckline and subtly contoured armholes. Cut from double-layer pure silk jersey for a lustrous sheen and a cool, second-skin feel on the body.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/GunnerTop_Black_FRONT_1.jpg?v=1761740371,"XS,S,M,L"
81,Colette Sweater in Cashmere,Sweater,510.0,Charcoal Heather,"Crafted in fine cashmere, this is a regular-fit crewneck sweater with rib detailing at the neck, hem, and cuffs. The silhouette is enhanced by thin shoulder pads, delicately sewn in for subtle structure and definition.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/ColleteeSweater_CharcoalHeather_FRONT_1.jpg?v=1761740639,"XS,S,M,L"
82,Velin Sweater in Cashmere,Sweater,570.0,Butter,"Classic crewneck sweater in pure cashmere with a slightly shrunken, straight silhouette that contours gently to the body. Designed with long, fitted sleeves and a tubular rib neckline for a refined finish. Crafted from soft, weightless cashmere that drapes with natural ease and quiet warmth.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/VelinSweater_Butter_FRONT_1.jpg?v=1761692351,"XS,S,M,L"
83,Miller Jean in Stretch Denim,Denim,410.0,Deep Rinse,"The Miller Jean is high-waisted with a very slim bootcut leg and zipper fly closure. Cut in stretch denim, this is a comfortable, tight-fitting jean designed to lift the butt and create a long, lean line.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/MillerJean_DeepRinse_FRONT_1.jpg?v=1769092599,"24,25,26,27,28,29,30"
84,Leary Jean in Rigid Denim,Denim,410.0,Subdued Indigo,"The Leary Jean is low-waisted with a perfectly flared leg and zipper fly closure. Cut in thick rigid denim, this is a tight-fitting jean crafted to lift the butt and elongate the legs all at once.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/LearyJean_SubduedIndigo_FRONT_1.jpg?v=1761776681,"24,25,26,27,28,29,30"
85,Gide Sweater in Wool,Sweater,430.0,Plum,"Crafted in semi-sheer fine merino wool, this is a slim-fit turtleneck with a sharp shoulder and rib detailing at the neck, hem, and cuffs. The silhouette is enhanced by thin shoulder pads, delicately sewn in for subtle structure and definition.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/GideSweater_Plum_Front_76ce92e1-2c90-450d-8fb5-02886f3a6690.webp?v=1761746461,"XS,S,M,L"
86,Herve Sweater in Cashmere,Sweater,630.0,Black,"Medium weight cropped cashmere sweater with a funnel neck, dropped sleeve, and tapered hem for a blousant fit through the body. Finished with rib detailing at the hem and cuffs, and a reverse seam detail at the center back.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/HerveSweater_Black_Front_Alternate_68235643-423c-4ed7-9f83-56e2f45f5707.webp?v=1761746327,"XS,S,M,L"
87,Gide Sweater in Wool,Sweater,430.0,Black,"Crafted in semi-sheer fine merino wool, this is a slim-fit turtleneck with a sharp shoulder and rib detailing at the neck, hem, and cuffs. The silhouette is enhanced by thin shoulder pads, delicately sewn in for subtle structure and definition.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/Gide_Sweater_Black_Front_13d03842-55cf-45d4-a288-3c2ee9854025.webp?v=1770060906,"XS,S,M,L"
88,Miller Jean in Stretch Denim,Denim,410.0,Pure Onyx,"The Miller Jean is high-waisted with a very slim bootcut leg and zipper fly closure. Cut in stretch denim, this is a comfortable, tight-fitting jean designed to lift the butt and create a long, lean line.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/MillerJean_PureOnyx_FRONT_1.jpg?v=1761776615,"24,25,26,27,28,29,30"
89,Miller Jean in Stretch Denim,Denim,410.0,Worn Cobalt,"The Miller Jean is high-waisted with a very slim bootcut leg and zipper fly closure. Cut in stretch denim, this is a comfortable, tight-fitting jean designed to lift the butt and create a long, lean line.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/MillerJean_WornCobalt_FRONT_1.jpg?v=1761776622,"24,25,26,27,28,29,30"
90,Orwell Jean in Rigid Denim,Denim,430.0,Blue Hour,"The Orwell Jean is an ode to perfect-fit vintage denim. This rigid denim jean is mid-high rise with a classic straight leg and 5-button fly. Wear it true to size for a fitted look throughout, creating that lifted shape of the butt. Size it up one - or daringly, two - for the optimal slouch jean.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/OrwellJean_BlueHour_FRONT_1_8b3b7e96-bff1-4df0-921b-c6df93ad43b8.jpg?v=1761776528,"24,25,26,27,28,29,30"
91,Orwell Jean in Rigid Denim,Denim,430.0,Deep Truffle,,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/OrwellJean_DeepTruffle_FRONT_1.jpg?v=1761776535,"24,25,26,27,28,29,30"
92,Elestra Top in Silk,Tops,600.0,Black,Slightly cropped top with a wide boat neckline and mid-length sleeve. Cut in midweight silk crepe de chine for subtle sheen and fluid drape. Can be worn off one shoulder.,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/ElestraTop_Black_FRONT_1_caa19d23-b13f-489f-9daf-98973cfe427b.webp?v=1761741480,"XS,S,M,L"
93,Cira Tank in Wool,Sweater,230.0,Smoke Heather,"A fitted, full-length tank top with a crew neckline and subtle contouring at the chest and back for a refined, classic silhouette. Knit from semi-sheer and light-weight ribbed merino wool.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/CiraTank_SmokeHeather_FRONT_1_6269f7ca-3c3e-4297-b5a4-4c30df1553af.webp?v=1761741495,"XS,S,M,L"
94,Elara Sweater in Cashmere,Sweater,590.0,Black,"Medium weight cashmere sweater with a high v-neck and raglan sleeves. Designed to fit slightly oversized with a slight taper at the hem, and finished with rib detailing.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/ElaraSweater_Black_FRONT_1_57859c9b-167f-4039-9c4f-825f93a88af4.webp?v=1761745626,"XS,S,M,L"
95,Herve Sweater in Cashmere,Sweater,630.0,Oat,"Medium weight cropped cashmere sweater with a funnel neck, dropped sleeve, and tapered hem for a blousant fit through the body. Finished with rib detailing at the hem and cuffs, and a reverse seam detail at the center back.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/HerveDress_Oat_FRONT_1.webp?v=1761746481,"XS,S,M,L"
96,Bradum Pant in Wool,Bottoms,610.0,Black,"This is a low-mid rise pant with a wide leg, clean waist, and invisible zipper closure at the side. Made from fine Italian wool twill that lends a soft handfeel and subtle texture.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/BradumPant_Black_Front_4cee3576-736b-4716-806c-e709bcfe972a.webp?v=1761746533,"0,2,4,6,8,10"
97,Zadie Jacket in Leather,Jacket,2700.0,Black,"Waist length jacket with a bubble hem, funnel collar, and dropped, long sleeves. Cut in supple Italian Nappa leather with a soft sheen, and refined by seamed panel detailing, chest flap pockets, and sleek metal zip closure.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/ZadieJacket_Black_FRONT_1_597ad9fd-12dc-48e0-9979-692c2eb99ac6.jpg?v=1761746162,"XS,S,M,L"
98,Alune Dress in Wool Silk,Dress,1390.0,Midnight,"A floor length dress with a strapless, straight neckline, fitted bodice, and sculpted hips to create a refined hourglass silhouette. Made in a smooth and dry Italian wool & silk shantung with a lustrous, subtly textured finish.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/AluneDres_Midnight_FRONT_1_b8adbfda-e967-4ba3-be4a-acf40da14565.webp?v=1761739979,"00,0,2,4,6,8,10"
99,Bastion Jacket in Wool Silk,Jacket,990.0,Black,"Cropped jacket with a clean crew neckline, sharp structured shoulders, and straight, wrist-length sleeves. Cut in Italian wool and silk radmirzer with a smooth, lustrous finish, and completed with a row of sculptural buttons down the front.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/BastionJacket_Black_FRONT_1_8f71f753-67c6-43fc-b53b-7f4f86a7faca.webp?v=1761740061,"XS,S,M,L"
100,Vionne Trench in Cotton Nylon,Trench,1390.0,Fennel,"A soft-tailored, single-breasted a-line trench coat with horn buttons, an ulter collar, neck buckle closure, and relaxed raglan sleeves. Cut from crisp Italian cotton-nylon for subtle shine and a structured yet fluid drape. Complete with a back storm flap, adjustable cuffs, detachable belt, and a center back vent.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/VionneTrench_Fennell_FRONT_1_1d2bff47-d38f-4de5-8283-5f2c8b04fa73.webp?v=1761740125,"XS,S,M,L"
101,Maurelle Coat in Shearling,Coat,5200.0,Honey,"Full length coat with a shawl collar, structured shoulders, and slightly oversized, relaxed silhouette. Tailored in plush Italian shearling with enveloping warmth and plush, velvety texture, and fully lined with heavy twill for optimal warmth. Completed with discreet color-matched fabric-covered hook and bar closures.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/MaurelleCoat_Honey_FRONT_1_96c86ff3-8408-49ea-a865-8caee4395cb3.webp?v=1761740407,"XS,S,M,L"
102,Tavi Pant in Wool,Pant,670.0,Flint,,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/TaviPant_Flint_FRONT_1_3fa44436-2870-4ae7-855e-c11e67d4d30b.webp?v=1761740425,"0,2,4,6,8,10"
103,Tavi Pant in Wool,Pant,670.0,Black,"This is a low-rise pant with a wide leg and clean, elongated line. Crafted in fine Italian wool twill for a soft hand and subtle texture, it is finished with surf-inspired double needle contrast top stitching at the waistband and front seams, and a classic cord tie closure.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/TaviPant_Black_FRONT_1_bde98a89-c743-4f77-9c8e-8d1883215cbe.webp?v=1761740204,"0,2,4,6,8,10"
104,Maelis Pant in Silk,Pant,910.0,Prussian Blue,,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/MaelisPant_PrussianBlue_FRONT_1_2559d561-a1fd-463e-89b1-0a78381bc86d.webp?v=1761740575,"XS,S,M,L"
105,Elyra Jacket in Python Embossed Leather,Jacket,3800.0,Black Python-Embossed Leather,"Hip length single-breasted jacket with a pointed collar, straight long sleeves, and a slim, tailored silhouette. Crafted in Italian python-embossed leather with a subtle sheen and defined texture, and finished with a detachable belt, horn button front closure, and clean welt pockets.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/ElyraCoat_Snake_FRONT_1copy.webp?v=1761740593,"XS,S,M,L"
106,Orithia Jacket in Leather,Jacket,2700.0,Chocolate,,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/OrithiaJacket_Chocolate_FRONT_1_c6a85dfc-49b8-4afa-bd90-0517ce93e753.webp?v=1761740617,"XS,S,M,L"
107,Velarise Sweater in Cashmere,Sweaters,630.0,Charcoal Heather,,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/VelariseSweater_CharcoalHeather_FRONT_1_bd1992cc-991f-4421-94d5-171cded390e9.webp?v=1761740908,"XS,S,M,L"
108,Neris Bra in Viscose,Bra,290.0,Silver,,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/NerisBra_Silver_FRONT_1_506b2509-9c3e-485f-84d8-1ef65be40eef.webp?v=1761740822,"XS,S,M,L"
109,Racquet String in Gold,Accessories,0.0,Gold,"A 14.4 carat line of round-cut diamonds, woven into khaki nylon cord and anchored by 14k yellow gold settings. Available in Two Lengths - to be worn as a bracelet or anklet. Ideally with Bethany, the toe ring. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_brace1_front-web_bd60ed6a-26a1-4e07-b024-67f954dc6dcd.jpg?v=1763759453,Bracelet
110,Janes Tears Earrings in White Gold,Accessories,0.0,White Gold,"Welcome to my gala: 16 carats total featuring two classic cuts: each ear holds 2 carat brilliant round stones at the lobe, with a 6 carat pear-shaped drop hanging down. Set in 14k white gold with minimal prongs to emphasize scale and sparkle. Available to purchase as a single earring, or as a traditional pair.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_earr1_front-web.jpg?v=1757781803,"Single,Pair"
111,Racquet String in White Gold,Accessories,0.0,White Gold,"A 14 carat line of emerald-cut diamonds, woven into a set of soft rose-colored nylon cord and anchored by 14k white gold settings. Available in two lengths, to be worn as a bracelet or anklet, with or without string hanging down. Racquet string is the new tennis as far as bracelets go. Wear it with the Greek key and a black silk gown to pick up soda from the store down the road. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_brace2_front-web_e8a26e41-3757-4070-b1b6-47421a7dd062.jpg?v=1763759483,Bracelet
112,Fishhook Earrings in Gold,Accessories,0.0,Gold,"10 carats total of brilliant oval-cut lab-grown diamonds, set in 14k yellow gold. Suspended from refined fishhook wires, each 5 carat stone is held in a bezel setting that highlights the scale and sparkle. Best served with a canvas bucket hat. Good with wet hair and simple black sunglasses too. Available to purchase as a single earring, or as a traditional pair. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_earr3_front-web.jpg?v=1757782189,"Single,Pair"
113,Greek Key Ring in Platinum,Accessories,0.0,Platinum,"A 5 carat brilliant-cut round lab-grown diamond set in platinum, accented with 0.42ctw pavé stones along the basket and band. The setting features an engraved Greek key motif—an architectural detail that adds structure, symbolism, and depth to the piece. Best when worn on the pinky or middle finger. The vibe is won it at an auction. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_ring2_front-web.jpg?v=1757782251,"1.5,2,2.5,3,3.5,4,4.5,5"
114,Ida Ring in Gold,Accessories,0.0,Gold,"Centered on a 5.2 carat antique emerald-cut lab-grown diamond and flanked by 1.8 carats worth of trillion side stones, this ring is designed to be worn on the pinky finger while holding a tea cup to your mouth, then subtly dropping it to the floor. Set in 14k yellow gold with fine double prongs that echo the geometry of the cut, the ring is best worn with a boxy cotton shirt and drawstring pants. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_ring1_front-web_e5d56952-4573-4069-852c-6ca6ceeabe60.jpg?v=1757782317,"1.5,2,2.5,3,3.5,4,4.5,5"
115,Mom Necklace in Silver,Accessories,0.0,Silver,"Sterling silver scroll holder and chain, inlaid with jasper, tiger eye, and lapis lazuli. A 6-carat lab-grown, pear-shaped diamond drop swings below. The hinged top opens to hold whatever you consider sacred: a mezuza scroll, a note from your kid, a joint.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_neckl1_front-web.jpg?v=1757782391,Silver
116,Tennis Drop Earrings in Mixed Gold,Accessories,0.0,Mixed Gold,"A 4 carat antique emerald-cut lab-grown diamond accompanied by a 1.53 carat pink pear-shaped drop, suspended from a mixed-metal setting of 14k white and rose gold. Available to purchase as a single earring, or as a pair. Not to be confused with pear. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_earr2_front-web.jpg?v=1757782414,"Single,Pair"
117,Ripcurl Ring in White Gold,Other,0.0,White Gold,"An ongoing row of emerald-cut diamonds, totaling 14 carats and set in 14k white gold will wrap around your thumb or middle finger as you project a shimmering stamp of approval or conversely express disdain. Each stone is precision-set for a seamless silhouette with bold, graphic clarity. Best when styled with the racquet bracelet in Rose. Surfs up. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_ring4_front-web.jpg?v=1757782500,"4,4.5,5,5.5,6,6.5,7,7.5,8,8.5"
118,Lolana Pant in Silk,Pant,690.0,Chocolate,"Voluminous and subtly sheer pleated leg pants that gather and taper at the ankle. Cut from lightweight silk crepe de chine with a fluid drape, dry texture, and dry handfeel. The pants are complete with a mini-short lining and elastic waistband and leg openings for ease of wear.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/LolanaChocolate.webp?v=1761741532,"XS,S,M,L"
119,Mom Necklace in Silver,Accessories,3600.0,Silver,"Sterling silver scroll holder and chain, inlaid with jasper, tiger eye, and lapis lazuli. A 6-carat lab-grown, pear-shaped diamond drop swings below. The hinged top opens to hold whatever you consider sacred: a mezuza scroll, a note from your kid, a joint.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_neckl1_front-web_300938b1-0b85-442f-91ee-4efe0100bdf5.jpg?v=1757782536,Silver
120,Janes Tears Earrings in White Gold,Accessories,5900.0,White Gold,"Welcome to my gala: 16 carats total featuring two classic cuts: each ear holds 2 carat brilliant round stones at the lobe, with a 6 carat pear-shaped drop hanging down. Set in 14k white gold with minimal prongs to emphasize scale and sparkle. Available to purchase as a single earring, or as a traditional pair.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_earr1_front-web_c73b72a6-2ffd-483b-9c31-fd39e61e5eb8.jpg?v=1757782102,"Single,Pair"
121,Racquet String in Gold,Accessories,7500.0,Gold,"A 14.4 carat line of round-cut diamonds, woven into khaki nylon cord and anchored by 14k yellow gold settings. Standard length is 7"", to be worn as a bracelet or custom ordered as an anklet. Racquet is the new tennis as far as bracelets go. Wear it with the Ida Ring and a silk gown to pick up soda from the store down the road. To view and shop in-person, visit our Soho Showroom at 56 Greene Street, FL 3. Open weekly Wed-Sun, 11-7pm. Returns or exchanges accepted within 14 days of shipment.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_brace1_front-web.jpg?v=1763739425,Gold
122,Fishhook Earrings in Gold,Accessories,4000.0,Gold,"10 carats total of brilliant oval-cut lab-grown diamonds, set in 14k yellow gold. Suspended from refined fishhook wires, each 5 carat stone is held in a bezel setting that highlights the scale and sparkle. Best served with a canvas bucket hat. Good with wet hair and simple black sunglasses too. Available to purchase as a single earring, or as a traditional pair. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_earr3_front-web_bc62d92f-6a7a-42bd-9fff-6fdba09ed6ba.jpg?v=1757782618,"Single,Pair"
123,Tennis Drop Earrings in Mixed Gold,Accessories,4750.0,Mixed Gold,"A 4 carat antique emerald-cut lab-grown diamond accompanied by a 1.53 carat pink pear-shaped drop, suspended from a mixed-metal setting of 14k white and rose gold. Available to purchase as a single earring, or as a pair. Not to be confused with pear. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_earr2_front-web_616f0e35-4cd5-4bf2-a10e-db6eb10db205.jpg?v=1757782642,"Single,Pair"
124,Racquet String in White Gold,Accessories,7500.0,White Gold,"A 14 carat line of emerald-cut diamonds, woven into a set of soft rose-colored nylon cord and anchored by 14k white gold settings. Available in two lengths, to be worn as a bracelet or anklet, with or without string hanging down. Racquet string is the new tennis as far as bracelets go. Wear it with the Ripcurl Ring and a black silk gown to pick up soda from the store down the road. To view and shop in-person, visit our Soho Showroom at 56 Greene Street, FL 3. Open weekly Wed-Sun, 11-7pm. Returns or exchanges accepted within 14 days of shipment.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_brace2_front-web_c59b1586-fa30-4a56-a3fb-9d3a1c5068b5.jpg?v=1763741013,White Gold
125,Greek Key Ring in Platinum,Accessories,7800.0,Platinum,"A 5 carat brilliant-cut round lab-grown diamond set in platinum, accented with 0.42ctw pavé stones along the basket and band. The setting features an engraved Greek key motif—an architectural detail that adds structure, symbolism, and depth to the piece. Best when worn on the pinky or middle finger. The vibe is won it at an auction. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_ring2_front-web_f0de008d-c077-46fc-aa44-ceece6647669.jpg?v=1757782727,"1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5"
126,Ripcurl Ring in White Gold,Accessories,12000.0,White Gold,"An ongoing row of emerald-cut diamonds, totaling 14 carats and set in 14k white gold will wrap around your thumb or middle finger as you project a shimmering stamp of approval or conversely express disdain. Each stone is precision-set for a seamless silhouette with bold, graphic clarity. Best when styled with the racquet bracelet in Rose. Surfs up. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_ring4_front-web_f0147560-7643-4f06-ac32-21f107b28ca0.jpg?v=1757782782,"4,4.5,5,5.5,6,6.5,7,7.5,8,8.5"
127,Ida Ring in Gold,Accessories,8000.0,Gold,"Centered on a 5.2 carat antique emerald-cut lab-grown diamond and flanked by 1.8 carats worth of trillion side stones, this ring is designed to be worn on the pinky finger while holding a tea cup to your mouth, then subtly dropping it to the floor. Set in 14k yellow gold with fine double prongs that echo the geometry of the cut, the ring is best worn with a boxy cotton shirt and drawstring pants. To view and shop in-person, please email to schedule an appointment at our SoHo, NY Studio.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_ring1_front-web.jpg?v=1756404354,"1.5,2,2.5,3,3.5,4,4.5,5"
128,Lolana Pant in Silk,Pant,690.0,Ivory,"Voluminous and sheer pleated leg pants that gather and taper at the ankle. Cut from lightweight silk crepe de chine with a fluid drape, dry texture, and dry handfeel. The pants are complete with a mini-short lining and elastic waistband and leg openings for ease of wear.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/LolanaPantinSilk_IVORY_9452.webp?v=1761746194,"XS,S,M,L"
129,Affine Coat in Leather,Outerwear,3800.0,Black,"A collarless, A-line coat in supple Italian lambskin leather, featuring a hidden placket, princess seams, and on-seam pockets. The silhouette is accentuated by a detachable belt at the waist and mid-length hem.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/AffineCoat_Black_Front_5b471d4e-53a5-41dd-98cf-0ed5cd4e5e1a.webp?v=1761746766,"XS,S,M,L"
130,Auvira Top in Silk,Top,570.0,Ivory,"This is a halter top with a back-neck tie closure, asymmetric front, hand-draped open back, and inside-out seam detailing. Cut for a relaxed fit on the body, the heavyweight, glossy silk satin has a liquid softness that enhances the top's rich flowing lines. Abstract floral broach coming soon. Not included with this top.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/AuviraTop_Ivory_FRONT_1.webp?v=1761746228,"XS,S,M,L"
